"","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID","VERSION"
"8945","V1 was traveling eastbound on a two-way roadway with two lanes of travel in each",3,171,"D",1,"171D",22
"8946","direction.  V1 attempted to make a right turn when a pedestrian attempted to",3,171,"D",2,"171D",22
"8947","cross and V1 swerved and the front plane impacted a train support pillar.",3,171,"D",3,"171D",22
"8948","V1 was traveling westbound in the middle lane of a physically divided roadway",3,172,"G",1,"172G",22
"8949","while negotiating stop and go traffic.  V2 was also traveling westbound directly",3,172,"G",2,"172G",22
"8950","behind V1. The front of V2 contacted the back of V1.",3,172,"G",3,"172G",22
"8951","V1 was traveling eastbound on a one way roadway with a single lane of travel.",3,173,"D",1,"173D",22
"8952","V2 was traveling northbound on a two way roadway with a single lane of travel in",3,173,"D",2,"173D",22
"8953","each direction roadway.  V3 was legally parked off the north-east corner facing",3,173,"D",3,"173D",22
"8954","eastbound.  At the intersection of the above roadways the frontal plane of V1",3,173,"D",4,"173D",22
"8955","impacted the left side plane of V2.  This caused V2's frontal plane to impact",3,173,"D",5,"173D",22
"8956","the rear plane of V3.",3,173,"D",6,"173D",22
"8957","V1 was traveling eastbound on lane three of a divided two-way roadway with three",3,174,"F",1,"174F",22
"8958","lanes in each direction.  V2 was traveling on lane three of the same roadway",3,174,"F",2,"174F",22
"8959","behind V1.  V3 was traveling eastbound in lane three of the same roadway.  V4",3,174,"F",3,"174F",22
"8960","was traveling eastbound on lane one of the same roadway.  V3 attempted to change",3,174,"F",4,"174F",22
"8961","lanes to avoid a stopped vehicle and lost control and the front plane of V3",3,174,"F",5,"174F",22
"8962","impacted the left plane of V4.  The front of V3 impacted the right plane of V2,",3,174,"F",6,"174F",22
"8963","and then the front plane of V2 impacted the back plane of V1.",3,174,"F",7,"174F",22
"8964","V1 was traveling west on a two-way roadway with a single lane of travel in each",3,175,"F",1,"175F",22
"8965","direction.  V2 was traveling north on a two-way intersecting roadway with two",3,175,"F",2,"175F",22
"8966","lanes of travel in each direction, and attempting to turn left at the",3,175,"F",3,"175F",22
"8967","intersection to head west. V1 front plane impacted the right plane of V2.",3,175,"F",4,"175F",22
"8968","V1 was traveling south on a two-way roadway with one lane in each direction.  V2",3,176,"H",1,"176H",22
"8969","was parked and unoccupied in the right side parking lane of the same roadway.",3,176,"H",2,"176H",22
"8970","V1 lost control and the front plane of V1 impacted the back plane of V2.",3,176,"H",3,"176H",22
"8971","V1 was traveling southbound on a divided two-way roadway with one lane in each",3,177,"F",1,"177F",22
"8972","direction.  V1 lost control and the right plane of V1 impacted a tree, then the",3,177,"F",2,"177F",22
"8973","right plane impacted another tree, and then its right plane impacting another",3,177,"F",3,"177F",22
"8974","tree.",3,177,"F",4,"177F",22
"8975","V1 was traveling north in the left lane of a divided traffic way with two lanes",3,178,"G",1,"178G",22
"8976","in each direction.  V2 was also traveling north on the same roadway in the right",3,178,"G",2,"178G",22
"8977","lane.  V2 left side contacted V1 right side in the left lane.",3,178,"G",3,"178G",22
"8978","V1 was traveling eastbound on a divided service lane of a divided two-way",3,179,"H",1,"179H",22
"8979","roadway with three lanes in each direction.  A non-contact vehicle attempted to",3,179,"H",2,"179H",22
"8980","merge into the service lane when the driver of V1 lost control and the left",3,179,"H",3,"179H",22
"8981","plane impacted a fire hydrant.",3,179,"H",4,"179H",22
"8982","V1 was traveling southbound on a two-way roadway with two lanes in each",3,180,"E",1,"180E",22
"8983","direction.  V2 was traveling eastbound on a two-way roadway with one lane in",3,180,"E",2,"180E",22
"8984","each direction.  At the intersection, the front plane of V2 impacted the right",3,180,"E",3,"180E",22
"8985","plane of V1, and then the front plane of V1 impacted a wood utility pole.",3,180,"E",4,"180E",22
"8986","V1 was traveling westbound in the left lane of a physically divided two-way",3,181,"F",1,"181F",22
"8987","roadway with three lanes in each direction.  V2 was also traveling westbound",3,181,"F",2,"181F",22
"8988","behind V1.  On this roadway the frontal plane of V2 impacted the rear plane of",3,181,"F",3,"181F",22
"8989","V1.",3,181,"F",4,"181F",22
"8990","V1 was traveling southbound on a one-way roadway with one lane of travel.  V1",3,182,"F",1,"182F",22
"8991","lost control and the front plane impacted a parked trailer.",3,182,"F",2,"182F",22
"8992","V1 was traveling eastbound on a divided two-way roadway with three lanes in each",3,183,"H",1,"183H",22
"8993","direction.  V2 was traveling eastbound behind V1 on the same roadway.  V1 was",3,183,"H",2,"183H",22
"8994","stopped, when the front plane of V2 impacted the back plane of V1.",3,183,"H",3,"183H",22
"8995","V1 was traveling northbound approaching an intersection.  V2 was traveling",4,133,"D",1,"133D",22
"8996","southbound approaching the same intersection.  The front of V1 impacted the",4,133,"D",2,"133D",22
"8997","right side of V2 in the northbound lane.",4,133,"D",3,"133D",22
"8998","V1 and V2 were traveling North on a 2-lane roadway.  The front of V2 struck the",4,134,"F",1,"134F",22
"8999","rear of V1.",4,134,"F",2,"134F",22
"9000","V1 was traveling West on a 4-lane roadway, followed by V2.  As V1 was turning",4,135,"H",1,"135H",22
"9001","right into a parking lot, the front of V2 struck the rear of V1.",4,135,"H",2,"135H",22
"9002","V1 was traveling northbound on a roadway, negotiating a right curve.  V2 was",4,136,"C",1,"136C",22
"9003","stopped, facing north in traffic, in the same travel lane, directly in front of",4,136,"C",2,"136C",22
"9004","V1.  The front of V1 impacted the rear of V2.",4,136,"C",3,"136C",22
"9005","V1 was traveling West approaching a 4-way intersection.  V2 was traveing South",4,137,"E",1,"137E",22
"9006","approaching the same intersection.  The right side of V1 contacted the front of",4,137,"E",2,"137E",22
"9007","V2.",4,137,"E",3,"137E",22
"9008","V1 and V2 were traveling west on a 2-lane roadway.  The front of V2 struck the",4,138,"G",1,"138G",22
"9009","rear of V1.",4,138,"G",2,"138G",22
"9010","V1 was stopped in the northbound travel lane of a roadway, waiting to make a",4,139,"H",1,"139H",22
"9011","left turn.  V2 was traveling directly behind V1.  The front of V2 impacted the",4,139,"H",2,"139H",22
"9012","rear of V1.",4,139,"H",3,"139H",22
"9013","V1 was traveling West along a 2-lane roadway when it departed the roadway and",4,140,"A",1,"140A",22
"9014","struck a curb, a mailbox and a house before coming to rest.",4,140,"A",2,"140A",22
"9015","V1 was traveling westbound approaching an intersection.  V2 was traveling",4,141,"B",1,"141B",22
"9016","eastbound approaching the same intersection.  The front of V1 impacted the right",4,141,"B",2,"141B",22
"9017","side of V2 in the intersection.",4,141,"B",3,"141B",22
"9018","V1 was stopped in traffic at an intersection facing South on a 6 lane roadway in",4,142,"F",1,"142F",22
"9019","the right turn lane .  V2 was traveling south along the same roadway in the",4,142,"F",2,"142F",22
"9020","same lane. The front of V2 struck the rear of V1.",4,142,"F",3,"142F",22
"9021","V1 was traveling west with the intent to make a left turn into an oncoming",4,143,"H",1,"143H",22
"9022","intersecting roadway.  A small animal entered the roadway as V1 was about to",4,143,"H",2,"143H",22
"9023","turn.  V1 departed the roadway to the left and impacted a utility pole just",4,143,"H",3,"143H",22
"9024","before the intersection.",4,143,"H",4,"143H",22
"9025","V1 was traveling eastbound negotiating a right curve.  V1 began to yaw clockwise",4,144,"C",1,"144C",22
"9026","departing the roadway to the right.  The left side of V1 impacted a street sign",4,144,"C",2,"144C",22
"9027","and it flipped over the roof striking the right side. The rear or V1 impacted a",4,144,"C",3,"144C",22
"9028","small diameter tree then a large diameter tree.  After the impact with the",4,144,"C",4,"144C",22
"9029","large diameter tree, V1 rotated clockwise re-entering the roadway and coming to",4,144,"C",5,"144C",22
"9030","rest in the eastbound lanes.",4,144,"C",6,"144C",22
"9031","V1 was traveling east passing through an intersection.  V2 was traveling south",4,145,"E",1,"145E",22
"9032","passing through the same intersection.  The front of V2 impacted the left side",4,145,"E",2,"145E",22
"9033","of V1.  After the impact, V1 began to yaw counterclockwise and departed the",4,145,"E",3,"145E",22
"9034","roadway to the left.  V1 traveled off the roadway in the northeast direction",4,145,"E",4,"145E",22
"9035","through a residential yard.  V1 then renetered the roadway traveling north and",4,145,"E",5,"145E",22
"9036","then departed the north side of the roadway impacting a curb & a maibox.  V1",4,145,"E",6,"145E",22
"9037","continued to travel of the roadway through two more residential yards before",4,145,"E",7,"145E",22
"9038","impacting a large diameter tree with the front plane.",4,145,"E",8,"145E",22
"9039","V1 and V2 were traveling South on the 2 lane roadway.  The front of V2 struck",4,146,"H",1,"146H",22
"9040","the rear of V1.",4,146,"H",2,"146H",22
"9041","V1 was traveling eastbound, approaching an intersection when it began to lose",4,147,"D",1,"147D",22
"9042","traction and rotate clockwise. V1 departed the south side of the street in a",4,147,"D",2,"147D",22
"9043","clockwise yaw. The left side of V1 contacted a fence post. V1 then rolled over,",4,147,"D",3,"147D",22
"9044","left side leading about its longitudinal axis. The top plane of V1 then",4,147,"D",4,"147D",22
"9045","contacted a tree trunk. V1 then rotated about its lateral axis and came to final",4,147,"D",5,"147D",22
"9046","rest on its wheels.",4,147,"D",6,"147D",22
"9047","V1 was traveling southbound passing a driveway.  V2 was traveling northbound",4,148,"F",1,"148F",22
"9048","approaching the same driveway.  The front of V1 impacted the right side of V2 in",4,148,"F",2,"148F",22
"9049","the southbound lanes.",4,148,"F",3,"148F",22
"9050","V1 and V2 were traveling North.  The front of V2 struck the rear of V1",4,149,"G",1,"149G",22
"9051","V1 and V2 were heading south on a 2-lane roadway.  V1 stopped to make a left",4,150,"H",1,"150H",22
"9052","turn at an intersection, and the front of V2 struck the rear of V1.",4,150,"H",2,"150H",22
"9053","V1 was traveling north on a 2 lane roadway.  V2 was traveling south on the same",4,151,"D",1,"151D",22
"9054","roadway.  The front of V1 struck the right side of V2 in the northbound travel",4,151,"D",2,"151D",22
"9055","lane.  Both vehicles continued forward where the right side of V1 and the front",4,151,"D",3,"151D",22
"9056","of V2 struck a guardrail.",4,151,"D",4,"151D",22
"9057","V1 was traveling eastbound passing through an intersection.  V2 was traveling",4,152,"E",1,"152E",22
"9058","westbound approaching the same intersection.  The front of V1 impacted the right",4,152,"E",2,"152E",22
"9059","side of V2 in the intersection.",4,152,"E",3,"152E",22
"9060","V1 was traveling eastbound approaching an intersection. V2 was traveling",4,153,"G",1,"153G",22
"9061","eastbound behind V1.  The right front of V1 impacted the left side of V2 in the",4,153,"G",2,"153G",22
"9062","shoulder.  After this impact, the Right Front tire of V2 impacted the curb.",4,153,"G",3,"153G",22
"9063","V1 was stopped in traffic facing South on a 3 lane divided roadway.  V2 was",4,154,"H",1,"154H",22
"9064","traveling South on the same roadway.  The front of V2 struck the rear of V1",4,154,"H",2,"154H",22
"9065","V1 was traveling westbound.  V2 was traveling eastbound negotiating a right",4,155,"B",1,"155B",22
"9066","curve.  The front of V1 impacted the front of V2 in the westbound travel lane.",4,155,"B",2,"155B",22
"9067","V1 was traveling southeast on a 2 lane roadway.  V2 was traveling northwest on",4,156,"D",1,"156D",22
"9068","the same roadway.  The front of V1 struck the left side of V2 causing both",4,156,"D",2,"156D",22
"9069","vehicles to rotate counterclockwise before coming to rest.",4,156,"D",3,"156D",22
"9070","V1 was negotioating a left curve when its front plane contacted a guardrail.  V1",4,157,"G",1,"157G",22
"9071","then veared left crossing the center line and its left side struck a fence.",4,157,"G",2,"157G",22
"9072","V1 was stopped in the northbound travel lane.  V2 was traveling directly behind",4,158,"C",1,"158C",22
"9073","V1.  The front of V2 impacted the rear of V1.",4,158,"C",2,"158C",22
"9074","V1 was traveling west.  V2 was traveling north .  V3 was stopped at the entrance",4,159,"D",1,"159D",22
"9075","of a private drive, waiting to enter traffic.  As V1 passed through the",4,159,"D",2,"159D",22
"9076","intersection, the front of V1 struck the right side of V2, causing to rotate",4,159,"D",3,"159D",22
"9077","clockwise and roll 1/4 turn.  The left side of V2 struck the front of V3 as it",4,159,"D",4,"159D",22
"9078","rolled and came to rest.",4,159,"D",5,"159D",22
"9079","V1 was traveling west approaching a T-intersection.  V2 was traveling north",4,160,"E",1,"160E",22
"9080","passing through the same intersection.  The front left of V1 impacted the right",4,160,"E",2,"160E",22
"9081","front  of V2 in the intersection.",4,160,"E",3,"160E",22
"9082","V1, V2 and V3 were traveling East on a highway approaching a 5-way intersection.",4,161,"F",1,"161F",22
"9083","V1 and V2 stopped for traffic ahead. The front of V3 struck the rear of V2,",4,161,"F",2,"161F",22
"9084","and the front of V2 struck the rear of V1.",4,161,"F",3,"161F",22
"9085","V1 was traveling East approaching a ""T"" intersection.  V2 was traveling North",4,162,"F",1,"162F",22
"9086","approaching the same intersection.  The front V1 stuck the left side of V2.",4,162,"F",2,"162F",22
"9087","V1 was traveling north crossing through an intersection. V2 was traveling west",4,163,"G",1,"163G",22
"9088","approaching the same intersection. As both vehicles crossed paths the right side",4,163,"G",2,"163G",22
"9089","of V1 contacted the front of V2.",4,163,"G",3,"163G",22
"9090","V1 and V2 were stopped on a roadway facing Southwest.  As traffic began to move",4,164,"H",1,"164H",22
"9091","forward the front of V2 struck the rear of V1.",4,164,"H",2,"164H",22
"9092","V1 was traveling east on a 2-lane roadway approaching a left hand curve.  The",4,165,"A",1,"165A",22
"9093","right front wheel of V1 struck the curb as it departed the roadway on the right.",4,165,"A",2,"165A",22
"9094","V1 continued off the roadway and the front of V1 struck a tree.",4,165,"A",3,"165A",22
"9095","V1 was traveling eastbound over a bridge.  V2 was also traveling eastbound.  The",4,166,"A",1,"166A",22
"9096","front of V2 impacted V1 in the rear.  After this impact, V2 departed the",4,166,"A",2,"166A",22
"9097","roadway to the left onto a grass median with its left side impacting a",4,166,"A",3,"166A",22
"9098","guardrail.  After the guardrail impact V2 yawed in a clockwise direction and",4,166,"A",4,"166A",22
"9099","tripped over its left side coming back onto the roadway.  V2 rolled 8 quarter",4,166,"A",5,"166A",22
"9100","rolls before coming to rest on its wheels in the eastbound lanes facing south.",4,166,"A",6,"166A",22
"9101","V1 was traveilng East approaching a 4-way intersection.  V2 was traveling South",4,167,"E",1,"167E",22
"9102","approaching the same intersection.  The front of V2 struck the left side of V1.",4,167,"E",2,"167E",22
"9103","V1 was traveling in the eastbound travel lane.  V2 was directly behind V1.  The",4,168,"G",1,"168G",22
"9104","front of V2 impacted the back of V1.",4,168,"G",2,"168G",22
"9105","V1 was traveling westbound approaching a T-intersection to her left. V2 was",4,169,"C",1,"169C",22
"9106","traveling directly behind V1.  The front of V2 impacted the the left side of V1",4,169,"C",2,"169C",22
"9107","in the southbound travel lane.  After this impact, V1's left side sideswiped",4,169,"C",3,"169C",22
"9108","V2's right side.  This second impact forced V1 off the roadway to the right.",4,169,"C",4,"169C",22
"9109","The front of V1 impacted a tree.",4,169,"C",5,"169C",22
"9110","V1 was stopped on a 2 lane roadway facing north.  V2 was traveling north on the",4,170,"G",1,"170G",22
"9111","same roadway.  The front of V2 struck the rear of V1.",4,170,"G",2,"170G",22
"9112","V1 was traveling eastbound passing through an intersection.  V2 was traveling",4,171,"C",1,"171C",22
"9113","southbound approaching the same intersection.  The Front of V1 impacted the",4,171,"C",2,"171C",22
"9114","right side of V2 in the intersection.  After this impact, V2 rotated clockwise",4,171,"C",3,"171C",22
"9115","dpearting the roadway to the right side.  The left side of V2 impacted 2 trees",4,171,"C",4,"171C",22
"9116","before coming to rest.",4,171,"C",5,"171C",22
"9117","V1 was stopped in traffic on a 2 lane roadway, facing Northeast.  V2 was",4,172,"C",1,"172C",22
"9118","traveling Northeast on the same roadway.  The front of V2 struck the rear of V1.",4,172,"C",2,"172C",22
"9119","V1 was traveling west on a two lane, two way roadway.  V2 was directly behind V1",4,173,"H",1,"173H",22
"9120","attempting to pass on the right. The front right corner of V2 impacted the left",4,173,"H",2,"173H",22
"9121","side of V1. V2 then left the scene.",4,173,"H",3,"173H",22
"9122","V1 was stopped in the westbound travel lane just past an intersecting roadway.",4,174,"F",1,"174F",22
"9123","V2 was traveling directly behind V1.  The front of V2 impacted the rear of V1.",4,174,"F",2,"174F",22
"9124","V1 was traveling East on a 3 lane roadway.  V2, V3 and V4 were traveling West on",4,175,"F",1,"175F",22
"9125","the same roadway in the same lane, in that order.The left side of V1 contacted",4,175,"F",2,"175F",22
"9126","the left side of V2, causing V2 to rotate counter clockwise 180 degrees to final",4,175,"F",3,"175F",22
"9127","rest.  V1 continued forward and the right side struck the front of V3, causing",4,175,"F",4,"175F",22
"9128","V3 to stop in traffic. V4 front then struck the rear of V3.  V1 continued East,",4,175,"F",5,"175F",22
"9129","and the left front corner of V1 struck a metal guardrail on the North shoulder.",4,175,"F",6,"175F",22
"9130","V1 was stopped in the westbound travel lane.  V2 was traveling directly behind",4,176,"G",1,"176G",22
"9131","V1.  The front of V2 impacted the rear of V1.",4,176,"G",2,"176G",22
"9132","V1 was traveling West on a 3 lane roadway.  V2 was unoccupied and parked on the",4,177,"H",1,"177H",22
"9133","same roadway facing west.  The front of V1 struck the rear of V2.",4,177,"H",2,"177H",22
"9134","V1 was traveling eastbound negotiating a right hand curve.  V1 began to rotate",4,178,"C",1,"178C",22
"9135","clockwise and departed the roadway to the left with the left rear tire impacting",4,178,"C",2,"178C",22
"9136","the curb.  V1 continued off the roadway impacting a street signpost and a",4,178,"C",3,"178C",22
"9137","guardrail with its left side. V1 then rotated counterclockwise off the guardrail",4,178,"C",4,"178C",22
"9138","with its front again impacting the guardrail before coming to final rest in the",4,178,"C",5,"178C",22
"9139","eastbound travel lane.",4,178,"C",6,"178C",22
"9140","V1 was traveling westbound negotiating a left curve.  V1 departed the roadway to",4,179,"E",1,"179E",22
"9141","the right and impacted a mailbox & a telephone pole with its right side.  After",4,179,"E",2,"179E",22
"9142","these impacts, V1 re-entered the roadway rotating counterclockwise off the",4,179,"E",3,"179E",22
"9143","roadway to the left.  V1 impacted a second telephone pole with its right side.",4,179,"E",4,"179E",22
"9144","V1 and V2 were traveling Southeast on a 4 lane roadway.  The front of V2 struck",4,180,"G",1,"180G",22
"9145","the rear of V1.",4,180,"G",2,"180G",22
"9146","V1 was traveling East on a two lane, two way with stop sign roadway approaching",4,181,"F",1,"181F",22
"9147","a 4 way intersection.  V2 was traveling South on an intersecting two lane, two",4,181,"F",2,"181F",22
"9148","way, right of way road approaching the same intersection.  The front of V2",4,181,"F",3,"181F",22
"9149","contacted the right side of V1.",4,181,"F",4,"181F",22
"9150","V1 was traveling East on a two lane, two way curve to the left roadway, when it",4,182,"H",1,"182H",22
"9151","departed the road to the right.  The top of the right fender and the right rear",4,182,"H",2,"182H",22
"9152","view mirror struck a mail box.  V1 continued forward, and then the front left",4,182,"H",3,"182H",22
"9153","srtuck a utility pole.",4,182,"H",4,"182H",22
"9154","V1 was northbound, attempting to turn left at the intersection.  V2 was heading",5,130,"F",1,"130F",22
"9155","southbound.  The front plane of V1 struck the front plane of V2.",5,130,"F",2,"130F",22
"9156","V1 was reportedly traveling eastbound at a high rate of speed while negotiating",5,131,"G",1,"131G",22
"9157","a right curve. V1 lost traction and departed the street. While off the roadway,",5,131,"G",2,"131G",22
"9158","V1's right side contacted a delineator post. V1's right side then contacted a",5,131,"G",3,"131G",22
"9159","wooden utility pole knocking it down. V1 rotated clockwise and translated, left",5,131,"G",4,"131G",22
"9160","side leading, until its left side contacted a tree, where it came to final rest.",5,131,"G",5,"131G",22
"9161","V1 was negotiating a right curvature road, left the roadway to the right,and",5,132,"H",1,"132H",22
"9162","impacted a utility pole.  V1 continued back onto the roadway, overcompensated",5,132,"H",2,"132H",22
"9163","and left the roadway again.  V1 then impacted a fence and came to final rest in",5,132,"H",3,"132H",22
"9164","a residential yard.",5,132,"H",4,"132H",22
"9165","V1 was traveling north in the left lane and changed lanes to the right.  V2 was",5,133,"E",1,"133E",22
"9166","traveling in the left lane also northbound.  V2 stopped to pickup a passenger.",5,133,"E",2,"133E",22
"9167","The front plane of v1 struck the back plane of v2.  V1 continued off the",5,133,"E",3,"133E",22
"9168","roadway, over a curb and struck an iron fence.  Both V1 and V2 were facing north",5,133,"E",4,"133E",22
"9169","at final rest.",5,133,"E",5,"133E",22
"9170","V1 was traveling south on a roadway, and attempting to turn left at an",5,134,"G",1,"134G",22
"9171","intersection.    V1 failed to negotiate the turn and departed the roadway on the",5,134,"G",2,"134G",22
"9172","northeast corner of the intersection impacting a traffic light pole.  V1 then",5,134,"G",3,"134G",22
"9173","traveled back onto the roadway and came to final rest across both lanes of",5,134,"G",4,"134G",22
"9174","travel in the westbound lane.",5,134,"G",5,"134G",22
"9175","V1 was traveling southbound, turning left into a private lot.  While V1 was",5,135,"H",1,"135H",22
"9176","turning left, the right front tire struck a hole for a manhole.  V1 continued",5,135,"H",2,"135H",22
"9177","forward to final rest.",5,135,"H",3,"135H",22
"9178","All seven vehicles were traveling west and going straight. The front of v1",5,136,"E",1,"136E",22
"9179","impacted the rear of v2.  The front of V2 then impacted the rear of v3.  V1 then",5,136,"E",2,"136E",22
"9180","traveled from the left lane and crossed over into the right lane and the front",5,136,"E",3,"136E",22
"9181","of v1 impacted the left side of v4.  The impact to the rear of v3 caused the",5,136,"E",4,"136E",22
"9182","vehicle to rotate clockwise and was impacted on the right side by the front of",5,136,"E",5,"136E",22
"9183","v1.  At this time v1 pushed the left side of v3 into the rear of v5 with the",5,136,"E",6,"136E",22
"9184","left side.   This impact caused the front of v5 to impact the rear of v6.  This",5,136,"E",7,"136E",22
"9185","caused the front of v6 to impact the rear of v7.",5,136,"E",8,"136E",22
"9186","V1 was traveling eastbound, while v2 was traveling westbound.  The front plane",5,137,"F",1,"137F",22
"9187","of V1 struck the left plane of v2.  V2 did a 180-degree turn and struck an",5,137,"F",2,"137F",22
"9188","embankment on the opposite side of the roadway.",5,137,"F",3,"137F",22
"9189","V1 was traveling westbound, while v2 was traveling southbound.  V1 and v2 were",5,138,"F",1,"138F",22
"9190","intending to turn left at this intersection.  The front plane of v1 struck the",5,138,"F",2,"138F",22
"9191","left plane of v2.",5,138,"F",3,"138F",22
"9192","Both vehicles were traveling south and going straight.  V2 was stopped when",5,139,"G",1,"139G",22
"9193","impact occurred.  The front of v1 contacted the rear of v2.",5,139,"G",2,"139G",22
"9194","V1 was traveling west and attempting to turn left at the intersection.  V2 was",5,140,"F",1,"140F",22
"9195","traveling east and crossing through the same intersection.  V1 started to turn",5,140,"F",2,"140F",22
"9196","left when impact occurred.  The front of v2 contacted the right side of v1.",5,140,"F",3,"140F",22
"9197","V1 and v2 were heading northeast, while v3 was heading southwest in the opposing",5,141,"F",1,"141F",22
"9198","lane.  V2 was awaiting traffic so they could turn left into a driveway for a",5,141,"F",2,"141F",22
"9199","business.  The front plane of v1 struck the back plane of v2.  V2 then rotated",5,141,"F",3,"141F",22
"9200","counterclockwise and the front plane of v2 struck the left rear of v3.  V3 then",5,141,"F",4,"141F",22
"9201","rotated counterclockwise to final rest.  At final rest, v1 was facing eastbound,",5,141,"F",5,"141F",22
"9202","while v2 was facing northbound, and v3 was facing southbound.",5,141,"F",6,"141F",22
"9203","V1 was traveling south and attempting to turn right at an intersection.  V2 was",5,142,"H",1,"142H",22
"9204","stopped and facing east at the intersection.  V1 entered v2's lane of travel and",5,142,"H",2,"142H",22
"9205","impact occurred.  The front plane of v1 contacted the front plane of v2.",5,142,"H",3,"142H",22
"9206","V1 was traveling westbound intending to turn left at this intersection.  V2 was",5,143,"H",1,"143H",22
"9207","traveling eastbound, intending to go straight at the intersection.  V3 and v4",5,143,"H",2,"143H",22
"9208","were stopped, in adjacent lanes facing northbound, awaiting the traffic light.",5,143,"H",3,"143H",22
"9209","The front plane of v2 struck the right side of V1.  V1 spun counter-clockwise",5,143,"H",4,"143H",22
"9210","and the front plane of v1 struck the front plane of v3.  V2 spun clockwise and",5,143,"H",5,"143H",22
"9211","the front plane of v2 struck the front plane of v4.",5,143,"H",6,"143H",22
"9212","V1 was traveling east and preparing to turn left at the intersection.  V2 was",5,144,"E",1,"144E",22
"9213","traveling west and crossing through the same intersection.  The front of v2",5,144,"E",2,"144E",22
"9214","impacted the right side of v1.",5,144,"E",3,"144E",22
"9215","V1 was traveling east, exiting a curve to the left, while v2 was traveling west",5,145,"F",1,"145F",22
"9216","going straight prior to the curve.  V1 traveled over the double yellow lines",5,145,"F",2,"145F",22
"9217","into oncoming traffic.  The front plane of V1 struck the front plane of v2.  V1",5,145,"F",3,"145F",22
"9218","rotated counterclockwise to final rest.",5,145,"F",4,"145F",22
"9219","V1 was traveling west and going straight, crossing through an intersection.  V2",5,146,"G",1,"146G",22
"9220","was traveling north and intending to turn left at the intersection.  The front",5,146,"G",2,"146G",22
"9221","of v1 contacted the right side of v2.",5,146,"G",3,"146G",22
"9222","V1 was traveling east and preparing to turn left at the intersection.  V2 was",5,147,"E",1,"147E",22
"9223","going straight and crossing through the same intersection.  The front left",5,147,"E",2,"147E",22
"9224","corner of v1 contacted the left plane of v2.",5,147,"E",3,"147E",22
"9225","V1 was traveling south, negotiating a curve to the right roadway. V1 crossed the",5,148,"F",1,"148F",22
"9226","oncoming travel lane, and struck a guardrail with the front left. After the",5,148,"F",2,"148F",22
"9227","initial impact, V1 then  started to rotate clockwise, crossed the original lane",5,148,"F",3,"148F",22
"9228","of traffic, and the front right struck the side of a stone bridge.  V1 started",5,148,"F",4,"148F",22
"9229","to rotate counterclockwise , crossed the oncoming travel lane a second time, and",5,148,"F",5,"148F",22
"9230","struck the  guardrail with the front.  V1 was facing southbound at final rest.",5,148,"F",6,"148F",22
"9231","V1 was traveling eastbound, going through an S curve, and this was a straight",5,149,"H",1,"149H",22
"9232","downhill segment.  V1 went off the road to the right, and the front plane of v1",5,149,"H",2,"149H",22
"9233","struck a guardrail.  V1 then spun clockwise and the right rear struck a",5,149,"H",3,"149H",22
"9234","guardrail further down the road.",5,149,"H",4,"149H",22
"9235","V1 was traveling north and going straight through an intersection.  V2 was",5,150,"F",1,"150F",22
"9236","traveling west and going straight through the same intersection.  The front",5,150,"F",2,"150F",22
"9237","plane of v2 impacted the right plane of v1. Both vehicles came to final rest.",5,150,"F",3,"150F",22
"9238","V1 was traveling southbound while V2 was traveling northbound.  V2 was turning",5,151,"H",1,"151H",22
"9239","left at the intersection, and V1 was intending to go straight.  The front plane",5,151,"H",2,"151H",22
"9240","of V1 struck the right plane of V2.  Both vehicles were facing southwest at",5,151,"H",3,"151H",22
"9241","final rest.",5,151,"H",4,"151H",22
"9242","V1 was traveling south and preparing to turn left at the intersecton.  V2 was",5,152,"H",1,"152H",22
"9243","traveling west and going straight through the same intersection.  The front",5,152,"H",2,"152H",22
"9244","plane of v2 impacted the left plane of v1.  Both vehicles came to final rest.",5,152,"H",3,"152H",22
"9245","V1 was traveling northwest, coming out of a left hand curve to a straight travel",5,153,"B",1,"153B",22
"9246","lane.  The right side of V1 came close to the curb and the right rear wheel",5,153,"B",2,"153B",22
"9247","scrapped the east curb.  Then, V1 went further on the road and the right front",5,153,"B",3,"153B",22
"9248","wheel scraped the east curb.  From this, V1 rotated counter clockwise over the",5,153,"B",4,"153B",22
"9249","roadway and departed the left side of the roadway.  V1 right front plane struck",5,153,"B",5,"153B",22
"9250","a wooden rail fence then the right plane struck a utility pole.  Final rest for",5,153,"B",6,"153B",22
"9251","V1 was the right side wrapped around the utility pole, and facing southeast.",5,153,"B",7,"153B",22
"9252","V1 was traveling west and attempting to negotiate a right road curvature.  V1",5,154,"K",1,"154K",22
"9253","drove off the roadway to the right.  V1 then impacted a tree with the front",5,154,"K",2,"154K",22
"9254","plane aand came to final rest.",5,154,"K",3,"154K",22
"9255","V1 was traveling east, departing a parking lot and anticipating a left turn.  V2",5,155,"E",1,"155E",22
"9256","was traveling south, and going straight.  The front plane of V1 struck the left",5,155,"E",2,"155E",22
"9257","plane of V2.  V1 was facing south at final rest.",5,155,"E",3,"155E",22
"9258","V1 was traveling north, exiting a driveway and starting to turn left.  V2 was",5,156,"G",1,"156G",22
"9259","traveling east and going straight.  The front plane of V1 contacted the right",5,156,"G",2,"156G",22
"9260","plane of V2.   This impact caused V2 to travel across the westbound lane and",5,156,"G",3,"156G",22
