"","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID","VERSION"
"12574","rest off the roadway to the right and was towed due to police reported damage.",48,12,"K",4," 12K",20
"12575","Post impact with vehicle one, vehicle two departed the right roadside in a",48,12,"K",5," 12K",20
"12576","clockwise rotation. Vehicle two then began to rollover with its' left plane",48,12,"K",6," 12K",20
"12577","leading. During the rollover, vehicle two impacted a row of Mimosa trees, a",48,12,"K",7," 12K",20
"12578","fence line, as well as, a concrete section corner marker before coming to rest",48,12,"K",8," 12K",20
"12579","on its' right plane facing east. Vehicle two was towed due to damage.",48,12,"K",9," 12K",20
"12580","Vehicle one was traveling south passing through a red light controlled",48,13,"K",1," 13K",20
"12581","intersection when it lost control and departed the right roadside. Vehicle one",48,13,"K",2," 13K",20
"12582","then went down an embankment where it impacted a ditch with its frontal plane.",48,13,"K",3," 13K",20
"12583","Vehicle one came to rest in the ditch facing west and was towed due to damage.",48,13,"K",4," 13K",20
"12584","Vehicle one was a Certified 208 Compliant vehicle of which the driver frontal",48,13,"K",5," 13K",20
"12585","airbag deployed.",48,13,"K",6," 13K",20
"12586","Vehicle One (V1) was southbound, turning left at a three-leg intersection",48,14,"D",1," 14D",20
"12587","controlled by a stop sign.  V2 was traveling westbound crossing over the same",48,14,"D",2," 14D",20
"12588","intersection.  V1 pulled into the intersection and the front of V2 struck the",48,14,"D",3," 14D",20
"12589","left side of V1.",48,14,"D",4," 14D",20
"12590","Vehicle one was traveling west in the left turn lane approaching a traffic",48,15,"D",1," 15D",20
"12591","signal controlled intersection.  Vehicle two was traveling east in the second",48,15,"D",2," 15D",20
"12592","lane going straight at the same intersection.  As vehicle one turned left the",48,15,"D",3," 15D",20
"12593","front plane contacted the left plane of vehicle two.  Vehicle one rotated",48,15,"D",4," 15D",20
"12594","slightly to the left coming to final rest in the intersection facing south.",48,15,"D",5," 15D",20
"12595","Vehicle two rotated slightly to the right and came to final rest in the",48,15,"D",6," 15D",20
"12596","intersection facing southeast.  Both vehicles were towed due to disabling",48,15,"D",7," 15D",20
"12597","damage.  The frontal airbags deployed in vehicle two.",48,15,"D",8," 15D",20
"12598","Vehicle one was traveling west. The driver steered right to avoid an animal in",48,16,"C",1," 16C",20
"12599","the roadway and lost control of the vehicle. Vehicle one went off the right side",48,16,"C",2," 16C",20
"12600","of the road and into a ditch where the front contacted a wooden power pole.",48,16,"C",3," 16C",20
"12601","This vehicle was equipped with Certified Advanced 208 Compliant frontal air",48,16,"C",4," 16C",20
"12602","bags, which did not deploy in the crash. Vehicle one was towed due to disabling",48,16,"C",5," 16C",20
"12603","damage.",48,16,"C",6," 16C",20
"12604","Vehicle one was traveling north negotiating a sharp left curve when the driver",48,17,"D",1," 17D",20
"12605","lost control due to gravel on the road.  Vehicle one departed the left road side",48,17,"D",2," 17D",20
"12606","and the right plane struck a street sign.  Vehicle one continued off the road",48,17,"D",3," 17D",20
"12607","and the front plane contacted a utility pole.  The vehicle stopped at the pole",48,17,"D",4," 17D",20
"12608","facing northwest.  The vehicle was towed due to disabling damage and airbags",48,17,"D",5," 17D",20
"12609","deployed.",48,17,"D",6," 17D",20
"12610","Vehicle one was traveling north behind vehicle two, which was also traveling",48,18,"J",1," 18J",20
"12611","north approaching a four-way intersection when the front plane of vehicle one",48,18,"J",2," 18J",20
"12612","impacted the rear plane of vehicle two. Post impact with vehicle two, the front",48,18,"J",3," 18J",20
"12613","of vehicle one then impacted the rear plane of vehicle four, which was stopped",48,18,"J",4," 18J",20
"12614","facing north, with its frontal plane. Vehicle one came to rest off the right",48,18,"J",5," 18J",20
"12615","roadside and was towed due to damage. Vehicle four came to rest still in the",48,18,"J",6," 18J",20
"12616","roadway facing north and was not towed. Post impact with vehicle one, vehicle",48,18,"J",7," 18J",20
"12617","two deflected into the southbound lane of traffic where its front plane impacted",48,18,"J",8," 18J",20
"12618","the front plane of vehicle three, which was traveling south. Vehicle two came",48,18,"J",9," 18J",20
"12619","to rest off the left roadside facing north and was towed due to damage. Vehicle",48,18,"J",10," 18J",20
"12620","three came to rest in the intersection facing west and was towed due to damage.",48,18,"J",11," 18J",20
"12621","Vehicle one was traveling west negotiating a left curve when it went off the",48,19,"K",1," 19K",20
"12622","right side of the road. While traveling on the grassy roadside, the vehicle",48,19,"K",2," 19K",20
"12623","contacted three trees with the right plane. The front then contacted a small",48,19,"K",3," 19K",20
"12624","steel fence-post and then a large wooden fence-post. As Vehicle one continued",48,19,"K",4," 19K",20
"12625","west and further off the road it began to rotate in a counterclockwise direction",48,19,"K",5," 19K",20
"12626","until it started over a steep embankment where it rolled over. The vehicle came",48,19,"K",6," 19K",20
"12627","to rest headed east and still off the roadway. The vehicle was equipped with",48,19,"K",7," 19K",20
"12628","dual frontal air bags, which deployed in the crash. It was also equipped with",48,19,"K",8," 19K",20
"12629","side curtains in the roof side-rails, of which only the passenger's side",48,19,"K",9," 19K",20
"12630","deployed. The EDR reading was obtained. The vehicle was towed due to damage.",48,19,"K",10," 19K",20
"12631","Vehicle one (V1) was traveling north in the right lane of a four-lane interstate",48,20,"K",1," 20K",20
"12632","highway that was divided by a grass median.  V2 was traveling north in front of",48,20,"K",2," 20K",20
"12633","V1.  V3 was traveling north in lane one behind V1.  The front of V1 struck the",48,20,"K",3," 20K",20
"12634","rear of V2.  The right front tire of V1 came off and struck the left side of V2.",48,20,"K",4," 20K",20
"12635","V2 departed the right side of the roadway and its front struck an embankment.",48,20,"K",5," 20K",20
"12636","After the impact with V2, V1 rotated clockwise and the front of V3 struck the",48,20,"K",6," 20K",20
"12637","front of V1.",48,20,"K",7," 20K",20
"12638","Vehicle one was traveling west negotiating a curve to the left when it departed",48,21,"B",1," 21B",20
"12639","the right roadside. After departing the roadway vehicle one impacted a group of",48,21,"B",2," 21B",20
"12640","four trees with its right plane in a non-horizontal impact. Upon impacting to",48,21,"B",3," 21B",20
"12641","trees, the driver was completely ejected through the windshield. Vehicle one",48,21,"B",4," 21B",20
"12642","came to rest upright facing Northwest. The driver was pronounced dead at the",48,21,"B",5," 21B",20
"12643","scene.",48,21,"B",6," 21B",20
"12644","Vehicle one was traveling north in lane four on a wet interstate roadway just",48,22,"C",1," 22C",20
"12645","behind vehicle two.  The front of vehicle one contacted the rear of vehicle two.",48,22,"C",2," 22C",20
"12646","Vehicle two rotated counterclockwise and crossed lanes one through three and",48,22,"C",3," 22C",20
"12647","entered the right shoulder.  Vehicle three was parked on the right shoulder",48,22,"C",4," 22C",20
"12648","facing north.  The right plane of vehicle two contacted the rear plane of",48,22,"C",5," 22C",20
"12649","vehicle three.  Vehicle two then rotated clockwise and the right plane of",48,22,"C",6," 22C",20
"12650","vehicle two contacted the left plane of vehicle three.  After the second impact",48,22,"C",7," 22C",20
"12651","with the parked vehicle, vehicle two continued to rotate clockwise off the",48,22,"C",8," 22C",20
"12652","shoulder onto the grassy roadside.  Vehicle two came to final rest in the grass",48,22,"C",9," 22C",20
"12653","facing southwest.  Vehicle three rotated clockwise after the impact with vehicle",48,22,"C",10," 22C",20
"12654","two and came to final rest facing northeast.  Vehicle one left the scene of the",48,22,"C",11," 22C",20
"12655","crash.  Vehicle two and vehicle three were towed due to disabling damage.",48,22,"C",12," 22C",20
"12656","Vehicle one was traveling west negotiating a curve to the left when it departed",48,23,"D",1," 23D",20
"12657","the left roadside. Upon departing the roadway, vehicle one impacted two",48,23,"D",2," 23D",20
"12658","mailboxes with its front plane. Vehicle one crossed a private drive where it",48,23,"D",3," 23D",20
"12659","impacted a speed limit sign with its fronta. Vehicle one then struck a brick",48,23,"D",4," 23D",20
"12660","retaining wall with its front before coming to rest facing west. Vehicle one was",48,23,"D",5," 23D",20
"12661","towed due to damage.",48,23,"D",6," 23D",20
"12662","Vehicle one was traveling north on the grassy roadside moving towards the",48,24,"K",1," 24K",20
"12663","roadway. As the vehicle entered the roadway, the driver lost control and",48,24,"K",2," 24K",20
"12664","departed the roadway to the right where the front contacted a concrete power",48,24,"K",3," 24K",20
"12665","pole. Vehicle one rotated clockwise and came to rest headed south partially",48,24,"K",4," 24K",20
"12666","blocking the roadway. This vehicle was equipped with dual frontal air bags,",48,24,"K",5," 24K",20
"12667","which deployed in the crash. Vehicle one was towed due to disabling damage.",48,24,"K",6," 24K",20
"12668","Vehicle #1 was westbound in lane three approaching a traffic-signal controlled",48,25,"K",1," 25K",20
"12669","intersection. Vehicle #2 was stopped in lane three behind Vehicle #3.  The front",48,25,"K",2," 25K",20
"12670","of V1 contacted and underrode the back of V2.  V2's back was lifted and it",48,25,"K",3," 25K",20
"12671","entered a counter-clockwise rotation as it was propelled forward and the front",48,25,"K",4," 25K",20
"12672","contacted the back of V3.  V2 then tripped and rolled right one-quarter turn. V1",48,25,"K",5," 25K",20
"12673","traveled across the intersection, departed the road at the NW corner and",48,25,"K",6," 25K",20
"12674","impacted a post with the front plane.  V3 was propelled forward and came to rest",48,25,"K",7," 25K",20
"12675","to the west of the intersection.",48,25,"K",8," 25K",20
"12676","Vehicle one was traveling south in lane one behind Vehicle two, which was also",48,26,"J",1," 26J",20
"12677","traveling south in lane one. The front of Vehicle one contacted the back of",48,26,"J",2," 26J",20
"12678","Vehicle two. Vehicle one moved southeast and into the median where it came to",48,26,"J",3," 26J",20
"12679","final rest headed east. Vehicle two continued south a short distance and came to",48,26,"J",4," 26J",20
"12680","rest headed south and on the right shoulder. Vehicle one was equipped with",48,26,"J",5," 26J",20
"12681","Certified Advanced 208 Compliant frontal air bags, of which only the driver's",48,26,"J",6," 26J",20
"12682","air bag deployed. It was also equipped with ""side impact"" air bags mounted in",48,26,"J",7," 26J",20
"12683","the front seatbacks and side curtains in the front and second row mounted in the",48,26,"J",8," 26J",20
"12684","roof side-rails. Vehicle one was towed due to disabling damage. Vehicle two was",48,26,"J",9," 26J",20
"12685","not disabled or towed.",48,26,"J",10," 26J",20
"12686","Vehicle one was traveling east in the left turn lane approaching a traffic",48,27,"J",1," 27J",20
"12687","signal controlled intersection where it was preparing to turn left.  Vehicle two",48,27,"J",2," 27J",20
"12688","was traveling west in lane two entering the same intersection.  As vehicle one",48,27,"J",3," 27J",20
"12689","made the left turn, the front plane contacted the front plane of vehicle two.",48,27,"J",4," 27J",20
"12690","Vehicle one rotated counterclockwise to final rest in the intersection facing",48,27,"J",5," 27J",20
"12691","southwest.  Vehicle two rotated slightly to the right and traveled through the",48,27,"J",6," 27J",20
"12692","intersection to final rest facing west in lane one.  Both vehicles were towed",48,27,"J",7," 27J",20
"12693","due to disabling damage.  The frontal Certified Advanced 208 Compliant airbags",48,27,"J",8," 27J",20
"12694","in vehicle two deployed.  No airbags deployed in vehicle one.",48,27,"J",9," 27J",20
"12695","Vehicle one was traveling east attempting to turn left at a red light controlled",48,28,"K",1," 28K",20
"12696","intersection when its' right plane was impacted by the frontal plane of vehicle",48,28,"K",2," 28K",20
"12697","two, which was traveling west crossing through the same intersection. Post",48,28,"K",3," 28K",20
"12698","impact with vehicle one, vehicle two came to rest in the intersection facing",48,28,"K",4," 28K",20
"12699","northwest and was towed due to damage. Post impact with vehicle two, vehicle one",48,28,"K",5," 28K",20
"12700","rotated clockwise and its' back plane came into contact with the left plane of",48,28,"K",6," 28K",20
"12701","vehicle three, which was stopped at the traffic light facing south. Vehicle one",48,28,"K",7," 28K",20
"12702","came to rest facing southeast and was towed due to damage. Vehicle three came to",48,28,"K",8," 28K",20
"12703","rest facing south and was not towed.",48,28,"K",9," 28K",20
"12704","Vehicle one and Vehicle two were both traveling south negotiating a right curve.",48,29,"C",1," 29C",20
"12705","Vehicle two was in front of Vehicle one. Vehicle two was stopped waiting to",48,29,"C",2," 29C",20
"12706","turn left at an intersecting road. The front of Vehicle one contacted the back",48,29,"C",3," 29C",20
"12707","of Vehicle two. Vehicle one moved forward slightly and came to rest headed south",48,29,"C",4," 29C",20
"12708","and blocking the southbound lane. Vehicle two moved southeast and came to rest",48,29,"C",5," 29C",20
"12709","headed east and partially blocking the intersection. Vehicle one was equipped",48,29,"C",6," 29C",20
"12710","with Certified Advanced 208 Compliant frontal air bags, of which only the",48,29,"C",7," 29C",20
"12711","driver's air bag deployed. Vehicle one was towed due to disabling damage.",48,29,"C",8," 29C",20
"12712","Vehicle two was not disabled or towed.",48,29,"C",9," 29C",20
"12713","Vehicle one was traveling east in lane four making a left turn at a signal",48,30,"C",1," 30C",20
"12714","controlled intersection (on colors). Vehicle two was westbound in lane three",48,30,"C",2," 30C",20
"12715","attempting to pass though the intersection. Vehicle ones right plan was struck",48,30,"C",3," 30C",20
"12716","by vehicle twos front plane. Vehicle one rotated clockwise and came to final",48,30,"C",4," 30C",20
"12717","rest on the north side of the intersection facing south by SW. Vehicle two",48,30,"C",5," 30C",20
"12718","rotated clockwise and came to final rest in the intersection facing NW. Both",48,30,"C",6," 30C",20
"12719","vehicles were towed due to damage.",48,30,"C",7," 30C",20
"12720","V1 was traveling north and approaching an intersection to turn left.  V2 was",48,31,"D",1," 31D",20
"12721","traveling eastbound and approaching the same intersection.  As V1 turned, the",48,31,"D",2," 31D",20
"12722","front of V2 impacted the left side of V1.  V1 rotated counter-clockwise and its",48,31,"D",3," 31D",20
"12723","front contacted the left side of V2.",48,31,"D",4," 31D",20
"12724","Vehicle one was traveling south on an uphill wet roadway during rainy weather",48,32,"K",1," 32K",20
"12725","when it began to hydroplane. Vehicle one then impacted a guardrail with its'",48,32,"K",2," 32K",20
"12726","right plane. Vehicle one then went off the side of the guardrail where it went",48,32,"K",3," 32K",20
"12727","down a vertical drop landing on its' roof. Vehicle one came to rest below the",48,32,"K",4," 32K",20
"12728","bridge upright facing west and was towed due to damage.",48,32,"K",5," 32K",20
"12729","V1 was traveling eastbound on a two-lane roadway, curving left.  V1 departed the",48,33,"C",1," 33C",20
"12730","road to the right side, where its right front wheel impacted the raised curb,",48,33,"C",2," 33C",20
"12731","damaging the wheel.  V1 continued off-road and its front contacted a tree,",48,33,"C",3," 33C",20
"12732","causing sideswipe damage along the right side.  V1 continued forward and struck",48,33,"C",4," 33C",20
"12733","another tree with its front, bringing V1 to rest.",48,33,"C",5," 33C",20
"12734","Vehicle #1 was traveling north on a four lane road in lane one behind Vehicle",48,34,"C",1," 34C",20
"12735","#2.  V2 decelerated for a slower moving vehicle in front of it that was making a",48,34,"C",2," 34C",20
"12736","right turn at an intersection. The front of V1 contacted the back plane of V2.",48,34,"C",3," 34C",20
"12737","Vehicle one and Vehicle two were both traveling east with Vehicle one behind",48,35,"C",1," 35C",20
"12738","Vehicle two. Vehicle two was turning left at an intersection when the front of",48,35,"C",2," 35C",20
"12739","Vehicle one contacted the back of Vehicle two. Vehicle one stopped at the point",48,35,"C",3," 35C",20
"12740","of impact. Vehicle two moved northeast where the front contacted a small",48,35,"C",4," 35C",20
"12741","embankment and a wooden power pole. Vehicle two came to rest at the point of",48,35,"C",5," 35C",20
"12742","impact with the power pole headed north. Vehicle two was towed due to disabling",48,35,"C",6," 35C",20
"12743","damage. Vehicle one was reported as towed due to damage.",48,35,"C",7," 35C",20
"12744","V1 was traveling eastbound and approaching an intersection to turn left.  V2 was",48,36,"D",1," 36D",20
"12745","traveling westbound and approaching the same intersection to pass through.  As",48,36,"D",2," 36D",20
"12746","V1 turned, the front of V1 impacted the front of V2.",48,36,"D",3," 36D",20
"12747","Vehicle one was traveling north negotiating a left curve. The vehicle went off",48,37,"B",1," 37B",20
"12748","the right side of the road where the front contacted a mailbox post. Vehicle one",48,37,"B",2," 37B",20
"12749","continued to move north where the undercarriage contacted a group of rocks. As",48,37,"B",3," 37B",20
"12750","the vehicle continued northward, the front contacted a large tree and began to",48,37,"B",4," 37B",20
"12751","rotate clockwise. Vehicle one began to rollover with the left side leading.",48,37,"B",5," 37B",20
"12752","During the rollover sequence, V1 impacted a second mailbox post.  Vehicle one",48,37,"B",6," 37B",20
"12753","rolled eight (8) quarter-turns before coming to rest headed southeast and",48,37,"B",7," 37B",20
"12754","partially blocking the northbound lane. The driver was fully ejected during the",48,37,"B",8," 37B",20
"12755","rollover. This vehicle was not equipped with air bags and it was towed due to",48,37,"B",9," 37B",20
"12756","disabling damage.",48,37,"B",10," 37B",20
"12757","Vehicle one was traveling west negotiating a right curve in lane two.  Vehicle",48,38,"B",1," 38B",20
"12758","one was towing a utility trailer carrying lawn mowers and equipment.  Vehicle",48,38,"B",2," 38B",20
"12759","two was traveling east on the same road negotiating a left curve.  Vehicle one",48,38,"B",3," 38B",20
"12760","and vehicle two contacted each other head on in the eastbound lane.  Vehicle one",48,38,"B",4," 38B",20
"12761","came to final rest at impact facing southwest in the eastbound lane.  Vehicle",48,38,"B",5," 38B",20
"12762","two rotated counterclockwise to final rest off the right road edge facing",48,38,"B",6," 38B",20
"12763","northwest.  The driver of vehicle one was killed in the crash.",48,38,"B",7," 38B",20
"12764","Vehicle one was westbound on a two-lane, undivided, roadway in a no passing",48,39,"B",1," 39B",20
"12765","zone. Vehicle two was eastbound approaching vehicle one. Vehicle one attempted",48,39,"B",2," 39B",20
"12766","to pass the vehicle in front of him in the eastbound lane. Vehicle one's front",48,39,"B",3," 39B",20
"12767","contacted vehicle two's front. Vehicle one veered left and came to final rest",48,39,"B",4," 39B",20
"12768","facing west in the eastbound lane. Vehicle two was knocked backwards in a",48,39,"B",5," 39B",20
"12769","counter clockwise rotation and came to final rest in the middle of the roadway",48,39,"B",6," 39B",20
"12770","facing SE. Both vehicles were towed due to damage.",48,39,"B",7," 39B",20
"12771","Vehicle one was traveling north in the left lane on an interstate highway.  The",48,40,"J",1," 40J",20
"12772","vehicle traveled off the road to the left into the median.  The front of vehicle",48,40,"J",2," 40J",20
"12773","one struck a wire fence.  As vehicle one traveled through the fence it went",48,40,"J",3," 40J",20
"12774","airborne over a concrete slope and landed nose first into a body of water.  The",48,40,"J",4," 40J",20
"12775","vehicle went airborne again and the undercarriage near the rear of the vehicle",48,40,"J",5," 40J",20
"12776","contacted the ground.  The vehicle came to rest off the road in the median",48,40,"J",6," 40J",20
"12777","facing north.  The frontal advance airbags deployed and the vehicle was towed",48,40,"J",7," 40J",20
"12778","due to disabling damage.",48,40,"J",8," 40J",20
"12779","Vehicle one was traveling west. Vehicle two was also traveling west slightly",48,41,"C",1," 41C",20
"12780","ahead of vehicle one. Vehicle two slowed down due to a dog in the roadway.",48,41,"C",2," 41C",20
"12781","Vehicle one impacted the rear plane of vehicle two with its frontal plane. Both",48,41,"C",3," 41C",20
"12782","vehicles pulled off the roadside to the right where they came to rest facing",48,41,"C",4," 41C",20
"12783","west. Vehicle one was towed due to police reported damage. Vehicle two was towed",48,41,"C",5," 41C",20
"12784","due to damage. Vehicle one was a Certified 208 Compliant vehicle, of which the",48,41,"C",6," 41C",20
"12785","driver side airbag deployed.",48,41,"C",7," 41C",20
"12786","Vehicle one was traveling north when the vehicle went off the left side of the",48,42,"D",1," 42D",20
"12787","road. After traveling some distance on the roadside, Vehicle one's front",48,42,"D",2," 42D",20
"12788","contacted a tree. The vehicle came to rest still on the roadside and still",48,42,"D",3," 42D",20
"12789","headed north. Vehicle one was towed due to disabling damage. Both frontal air",48,42,"D",4," 42D",20
"12790","bags deployed in the crash.",48,42,"D",5," 42D",20
"12791","V1 was traveling south on a rural two-lane road and entered the northbound lane.",48,43,"C",1," 43C",20
"12792","V2 was traveling north on the same roadway. The front of V1 struck the front of",48,43,"C",2," 43C",20
"12793","V2. Both vehicles were towed due to damage.",48,43,"C",3," 43C",20
"12794","Vehicle one was westbound in lane one. The driver fell asleep and departed lane",48,44,"J",1," 44J",20
"12795","one to the left. Vehicle one then departed the left road edge into the median.",48,44,"J",2," 44J",20
"12796","Vehicle one went down an embankment and its front struck a concrete drainage",48,44,"J",3," 44J",20
"12797","culvert, then the undercarriage in the rear struck the culvert. Vehicle one",48,44,"J",4," 44J",20
"12798","crossed both eastbound lanes and came to final rest facing east off the south",48,44,"J",5," 44J",20
"12799","road edge.",48,44,"J",6," 44J",20
"12800","Vehicle one was traveling south and entered a 4-way intersection intending to",48,45,"K",1," 45K",20
"12801","turn left onto the intersecting highway.  Vehicle two was traveling west in lane",48,45,"K",2," 45K",20
"12802","four approaching the same intersection.  The front of V2 impacted the left side",48,45,"K",3," 45K",20
"12803","of V1.",48,45,"K",4," 45K",20
"12804","Vehicle one was traveling west when it departed the right roadside. After",48,46,"K",1," 46K",20
"12805","departing the roadway vehicle one impacted a culvert with its front plane.",48,46,"K",2," 46K",20
"12806","Vehicle one then rolled four quarter turns leading with its left side before",48,46,"K",3," 46K",20
"12807","coming rest upright facing east. Vehicle one was towed due to damage.",48,46,"K",4," 46K",20
"12808","Vehicle one was traveling north on a two-lane road attempting to negotiate a",48,47,"K",1," 47K",20
"12809","left-hand curve. Vehicle one departed the right road edge and struck a ditch",48,47,"K",2," 47K",20
"12810","with its front plane. The vehicle then tripped and rolled right four",48,47,"K",3," 47K",20
"12811","quarter-turns and came to final rest facing NW. Vehicle one then caught on fire.",48,47,"K",4," 47K",20
"12812","Vehicle one was traveling west in the left turn lane, negotiating a slight left",48,48,"K",1," 48K",20
"12813","curve and approaching an intersection controlled by a traffic light. Vehicle two",48,48,"K",2," 48K",20
"12814","was traveling east in lane three, negotiating a slight right curve and",48,48,"K",3," 48K",20
"12815","approaching the same intersection. As Vehicle one turned left and Vehicle two",48,48,"K",4," 48K",20
"12816","passed through the intersection, the front of Vehicle two contacted the right",48,48,"K",5," 48K",20
"12817","side of Vehicle one. Vehicle two moved south and rotated clockwise before coming",48,48,"K",6," 48K",20
"12818","to rest headed south and partially blocking the intersection. Vehicle one",48,48,"K",7," 48K",20
"12819","rotated clockwise while moving east and began to rollover with the left side",48,48,"K",8," 48K",20
"12820","leading, one (1) quarter-turn. Vehicle one came to rest partially blocking the",48,48,"K",9," 48K",20
"12821","intersection with the left plane in contact with the road and heading north.",48,48,"K",10," 48K",20
"12822","Vehicle one was equipped with dual frontal air bags and seat mounted ""side",48,48,"K",11," 48K",20
"12823","impact"" air bags, of which only the passenger's ""side"" air bag deployed. Vehicle",48,48,"K",12," 48K",20
"12824","two was equipped with dual frontal air bags, both of which deployed in the",48,48,"K",13," 48K",20
"12825","crash. Both vehicles were towed due to disabling damage.",48,48,"K",14," 48K",20
"12826","Vehicle #1 was traveling south and Vehicle #2 was traveling, both approaching an",48,49,"C",1," 49C",20
"12827","intersection.  The 2 vehicles entered the intersection and the left side of V1",48,49,"C",2," 49C",20
"12828","and front of V2 collided.",48,49,"C",3," 49C",20
"12829","Vehicle one was traveling west around a left curve on a two lane road when it",48,50,"D",1," 50D",20
"12830","departed the right road edge.  The front struck a brick mailbox and then it",48,50,"D",2," 50D",20
"12831","rolled over one quarter turn on it's left side.  The vehicle came to fianl rest",48,50,"D",3," 50D",20
"12832","on the left plane facing west.  The airbags did not deploy and the vehicle was",48,50,"D",4," 50D",20
"12833","towed due to disabling damage.",48,50,"D",5," 50D",20
"12834","V1 was traveling southbound and approaching an intersection.  V2 was traveling",48,51,"J",1," 51J",20
"12835","westbound and approaching the same intersection.  In the intersection, the front",48,51,"J",2," 51J",20
"12836","of V2 impacted the left side of V1.  Both vehicles deflected southwest.  V1",48,51,"J",3," 51J",20
"12837","departed the road over the south curb, where its front impacted a building.",48,51,"J",4," 51J",20
"12838","Vehicle one was traveling north in lane three approaching an intersection",48,52,"K",1," 52K",20
"12839","controlled by a traffic light. Vehicle two was traveling west in the left turn",48,52,"K",2," 52K",20
"12840","lane approaching the same intersection.  As both vehicles proceeded through the",48,52,"K",3," 52K",20
"12841","intersection, the front of V1 struck the left side of V2.  After the initial",48,52,"K",4," 52K",20
"12842","contact, V1 rotated counterclockwise and V2 rotated clockwise and the right side",48,52,"K",5," 52K",20
"12843","of V1 struck the left side of V2.",48,52,"K",6," 52K",20
"12844","V1 was traveling northbound and approaching an intersection.  V2 was traveling",48,53,"K",1," 53K",20
"12845","westbound on a highway exit ramp, approaching the same intersection to turn",48,53,"K",2," 53K",20
"12846","left.  In the intersection, the front of V1 impacted the front of V2.  The",48,53,"K",3," 53K",20
"12847","vehicles rotated towards each other and the right side of V1 contacted the left",48,53,"K",4," 53K",20
"12848","side of V2 in a side-slap configuration.  Both vehicles moved northwest and",48,53,"K",5," 53K",20
"12849","departed the road over the northwest corner, where both vehicles contacted the",48,53,"K",6," 53K",20
"12850","steel guardrail with their frontal planes.  The right-rear occupant of V2 was",48,53,"K",7," 53K",20
"12851","restrained by a child safety seat, and was injured.",48,53,"K",8," 53K",20
"12852","Vehicle one was traveling south in lane one negotiating a left curve. The",48,54,"K",1," 54K",20
"12853","vehicle went off the right side of the road and crossed two private driveways.",48,54,"K",2," 54K",20
"12854","Upon crossing the second driveway the front contacted a set of concrete steps.",48,54,"K",3," 54K",20
"12855","The vehicle moved a short distance further south and came to rest off the road",48,54,"K",4," 54K",20
"12856","still headed south. The vehicle was equipped with a driver's air bag, which",48,54,"K",5," 54K",20
"12857","deployed in the crash. Vehicle one was towed due to disabling damage.",48,54,"K",6," 54K",20
"12858","V1 was traveling south on a two lane road and V2 and V3 were traveling north on",48,55,"K",1," 55K",20
"12859","the same roadway.  V1 crossed into the northbound lane and the front of V1 and",48,55,"K",2," 55K",20
"12860","left side of V2 collided.  V1 departed on a southbound trajectory and collided",48,55,"K",3," 55K",20
"12861","Head-on with V3.",48,55,"K",4," 55K",20
"12862","Vehicle one was traveling south when it departed the right roadside. When",48,56,"K",1," 56K",20
"12863","vehicle one left the roadway it impacted a phone junction box and a utility pole",48,56,"K",2," 56K",20
"12864","with its frontal plane. Vehicle one came to rest at impact facing southwest and",48,56,"K",3," 56K",20
"12865","was towed due to damage.",48,56,"K",4," 56K",20
"12866","V1 was traveling eastbound on a two-lane roadway.  V1 departed the road to the",48,57,"D",1," 57D",20
"12867","right side in a slight counter-clockwise yaw.  The right side of V1 contacted to",48,57,"D",2," 57D",20
"12868","trees.  V1 continued forward and its front impacted two more trees, bringing V1",48,57,"D",3," 57D",20
"12869","to rest.",48,57,"D",4," 57D",20
"12870","Vehicle one was traveling north negotiating a curve to the left when it departed",48,58,"D",1," 58D",20
"12871","the right roadside. Upon departing the roadside, vehicle one impacted a utility",48,58,"D",2," 58D",20
"12872","pole with its frontal plane. After impacting the utility pole vehicle one",48,58,"D",3," 58D",20
"12873","impacted a fence with its right plane before coming to rest facing northwest.",48,58,"D",4," 58D",20
"12874","Vehicle one was towed due to police reported damage.",48,58,"D",5," 58D",20
"12875","Vehicle one was traveling west in the left turn lane approaching an",48,59,"F",1," 59F",20
"12876","intersection. Vehicle two was traveling east in lane one approaching the same",48,59,"F",2," 59F",20
"12877","intersection. As Vehicle two passed through the intersection, the front of",48,59,"F",3," 59F",20
"12878","Vehicle one contacted the left plane of Vehicle two.",48,59,"F",4," 59F",20
"12879","V1 was traveling westbound and approaching an intersection to turn right.  V2",48,60,"H",1," 60H",20
"12880","was traveling northbound and approaching the same intersection.  In the",48,60,"H",2," 60H",20
"12881","intersection, the front of V1 struck the right side of V2.",48,60,"H",3," 60H",20
"12882","Vehicle one was southbound in lane two attempting to make a left turn at a",48,61,"C",1," 61C",20
"12883","traffic signal controlled intersection. Vehicle two was westbound in lane two",48,61,"C",2," 61C",20
"12884","attempting to pass through the intersection. Vehicle two's front plane contacted",48,61,"C",3," 61C",20
"12885","vehicle one's left plane. Vehicle one came to final rest in the eastbound side",48,61,"C",4," 61C",20
"12886","of the intersection facing north. Vehicle two came to final rest in lanes three",48,61,"C",5," 61C",20
"12887","and four on the west side of the intersection in the eastbound lanes facing SW.",48,61,"C",6," 61C",20
"12888","Both vehicles were towed.",48,61,"C",7," 61C",20
"12889","Vehicle one was traveling east approaching a private drive. Vehicle two was",48,62,"K",1," 62K",20
"12890","traveling west on the same roadway. As vehicle one turned left at the private",48,62,"K",2," 62K",20
